股票代码-0,股票名称-1,限价单最大下单量-16,限价单最小下单量-17,最小变动价位-18,创建日-19,昨日收盘价-2,上市日-20,到期日-21,昨日结算-3,合约在RZRK的代码-32,合约在交易所的代码-33,利息额-35,除权除息-36,停牌-37,昨日持仓-4,涨停价-5,投资者适当性管理分类-50,最小回购天数-52,跌停价-6,总股本-7,流通盘-8,合约数量乘数-9,股票-S
109737, \8d35\5dde1513, 0L, 0L,0.001, ,100,20151203, ,0,109737,109737,2036, N,0,0,100000,0,0,0, 27259200L, 0L,1,109737,
109738, \8d35\5dde1514, 0L, 0L,0.001, ,100,20151203, ,0,109738,109738,2108, N,0,0,100000,0,0,0, 39000000L, 0L,1,109738,
109739, \8d35\5dde1515, 0L, 0L,0.001, ,100,20151203, ,0,109739,109739,2232, N,0,0,100000,0,0,0, 39000000L, 0L,1,109739,
109740, \8d35\5dde1516, 0L, 0L,0.001, ,100,20151203, ,0,109740,109740,540, N,0,0,100000,0,0,0, 26000000L, 0L,1,109740,
109741, \5c71\4e1c1513, 0L, 0L,0.001, ,100,20151203, ,0,109741,109741,2016, N,0,0,100000,0,0,0, 2800000L, 0L,1,109741,
109742, \5c71\4e1c1514, 0L, 0L,0.001, ,100,20151203, ,0,109742,109742,2088, N,0,0,100000,0,0,0, 8400000L, 0L,1,109742,
109743, \5c71\4e1c1515, 0L, 0L,0.001, ,100,20151203, ,0,109743,109743,2213, N,0,0,100000,0,0,0, 8400000L, 0L,1,109743,
109744, \5c71\4e1c1516, 0L, 0L,0.001, ,100,20151203, ,0,109744,109744,530, N,0,0,100000,0,0,0, 8400000L, 0L,1,109744,
109745, \6d59\6c5f1513, 0L, 0L,0.001, ,100,20151204, ,0,109745,109745,1907, N,0,0,100000,0,0,0, 25600000L, 0L,1,109745,
109746, \6d59\6c5f1514, 0L, 0L,0.001, ,100,20151204, ,0,109746,109746,1978, N,0,0,100000,0,0,0, 76000000L, 0L,1,109746,
109747, \6d59\6c5f1515, 0L, 0L,0.001, ,100,20151204, ,0,109747,109747,2094, N,0,0,100000,0,0,0, 76000000L, 0L,1,109747,
109748, \6d59\6c5f1516, 0L, 0L,0.001, ,100,20151204, ,0,109748,109748,482, N,0,0,100000,0,0,0, 76000000L, 0L,1,109748,
109749, \798f\5efa1517, 0L, 0L,0.001, ,100,20151210, ,0,109749,109749,1951, N,0,0,100000,0,0,0, 16179400L, 0L,1,109749,
109750, \798f\5efa1518, 0L, 0L,0.001, ,100,20151210, ,0,109750,109750,2002, N,0,0,100000,0,0,0, 48000000L, 0L,1,109750,
109751, \798f\5efa1519, 0L, 0L,0.001, ,100,20151210, ,0,109751,109751,2110, N,0,0,100000,0,0,0, 48000000L, 0L,1,109751,
109752, \798f\5efa1520, 0L, 0L,0.001, ,100,20151210, ,0,109752,109752,452, N,0,0,100000,0,0,0, 48000000L, 0L,1,109752,
109753, \798f\5efa15Z9, 0L, 0L,0.001, ,100,20151210, ,0,109753,109753,2002, N,0,0,100000,0,0,0, 122818500L, 0L,1,109753,
109754, \798f\5efa1521, 0L, 0L,0.001, ,100,20151210, ,0,109754,109754,452, N,0,0,100000,0,0,0, 122800000L, 0L,1,109754,
109755, \9752\5c9b1509, 0L, 0L,0.001, ,100,20151210, ,0,109755,109755,1944, N,0,0,100000,0,0,0, 1400000L, 0L,1,109755,
109756, \9752\5c9b1510, 0L, 0L,0.001, ,100,20151210, ,0,109756,109756,2002, N,0,0,100000,0,0,0, 4200000L, 0L,1,109756,
109757, \9752\5c9b1511, 0L, 0L,0.001, ,100,20151210, ,0,109757,109757,2110, N,0,0,100000,0,0,0, 4200000L, 0L,1,109757,
109758, \9752\5c9b1512, 0L, 0L,0.001, ,100,20151210, ,0,109758,109758,452, N,0,0,100000,0,0,0, 4200000L, 0L,1,109758,
109759, \5185\84991513, 0L, 0L,0.001, ,100,20151211, ,0,109759,109759,1951, N,0,0,100000,0,0,0, 8700000L, 0L,1,109759,
109760, \5185\84991514, 0L, 0L,0.001, ,100,20151211, ,0,109760,109760,2064, N,0,0,100000,0,0,0, 18100000L, 0L,1,109760,
109761, \5185\84991515, 0L, 0L,0.001, ,100,20151211, ,0,109761,109761,2145, N,0,0,100000,0,0,0, 18100000L, 0L,1,109761,
109762, \5185\84991516, 0L, 0L,0.001, ,100,20151211, ,0,109762,109762,442, N,0,0,100000,0,0,0, 18100000L, 0L,1,109762,
109763, \5185\849915Z9, 0L, 0L,0.001, ,100,20151211, ,0,109763,109763,2001, N,0,0,100000,0,0,0, 11000000L, 0L,1,109763,
109764, \5185\84991517, 0L, 0L,0.001, ,100,20151211, ,0,109764,109764,2108, N,0,0,100000,0,0,0, 10000000L, 0L,1,109764,
109765, \8fbd\5b811509, 0L, 0L,0.001, ,99.7,20151215, ,0,109765,109765,1865, N,0,0,100000,0,0,0, 216600000L, 50000L,1,109765,
109766, \8fbd\5b811510, 0L, 0L,0.001, ,100,20151215, ,0,109766,109766,1977, N,0,0,100000,0,0,0, 216600000L, 5000000L,1,109766,
109767, \8fbd\5b811511, 0L, 0L,0.001, ,100,20151215, ,0,109767,109767,2077, N,0,0,100000,0,0,0, 216600000L, 0L,1,109767,
109768, \8fbd\5b811512, 0L, 0L,0.001, ,100,20151215, ,0,109768,109768,411, N,0,0,100000,0,0,0, 72200000L, 0L,1,109768,
109769, \7518\80831513, 0L, 0L,0.001, ,100,20151217, ,0,109769,109769,1849, N,0,0,100000,0,0,0, 7000000L, 0L,1,109769,
109770, \7518\80831514, 0L, 0L,0.001, ,100,20151217, ,0,109770,109770,1941, N,0,0,100000,0,0,0, 15000000L, 0L,1,109770,
109771, \7518\80831515, 0L, 0L,0.001, ,100,20151217, ,0,109771,109771,2052, N,0,0,100000,0,0,0, 15700000L, 0L,1,109771,
109772, \7518\80831516, 0L, 0L,0.001, ,100,20151217, ,0,109772,109772,391, N,0,0,100000,0,0,0, 15000000L, 0L,1,109772,
109773, \5c71\897f1509, 0L, 0L,0.001, ,100,20151222, ,0,109773,109773,1633, N,0,0,100000,0,0,0, 5500000L, 0L,1,109773,
109774, \5c71\897f1510, 0L, 0L,0.001, ,100,20151222, ,0,109774,109774,1705, N,0,0,100000,0,0,0, 15800000L, 0L,1,109774,
109775, \5c71\897f1511, 0L, 0L,0.001, ,100,20151222, ,0,109775,109775,1814, N,0,0,100000,0,0,0, 15800000L, 0L,1,109775,
109776, \5c71\897f1512, 0L, 0L,0.001, ,100,20151222, ,0,109776,109776,312, N,0,0,100000,0,0,0, 15800000L, 0L,1,109776,
109777, \8d35\5dde1517, 0L, 0L,0.001, ,100,20151230, ,0,109777,109777,1620, N,0,0,100000,0,0,0, 6000000L, 0L,1,109777,
109778, \8d35\5dde1518, 0L, 0L,0.001, ,100,20151230, ,0,109778,109778,1736, N,0,0,100000,0,0,0, 9000000L, 0L,1,109778,
109779, \8d35\5dde1519, 0L, 0L,0.001, ,100,20151230, ,0,109779,109779,1847, N,0,0,100000,0,0,0, 9000000L, 0L,1,109779,
109780, \8d35\5dde1520, 0L, 0L,0.001, ,100,20151230, ,0,109780,109780,265, N,0,0,100000,0,0,0, 6000000L, 0L,1,109780,
109781, \6e56\53171601, 0L, 0L,0.001, ,100,20160223, ,0,109781,109781,1167, N,0,0,100000,0,0,0, 180000000L, 0L,1,109781,
109782, \6e56\53171602, 0L, 0L,0.001, ,100,20160223, ,0,109782,109782,1231, N,0,0,100000,0,0,0, 180000000L, 0L,1,109782,
109783, \6e56\53171603, 0L, 0L,0.001, ,100,20160223, ,0,109783,109783,1303, N,0,0,100000,0,0,0, 180000000L, 0L,1,109783,
109784, \6e56\53171604, 0L, 0L,0.001, ,100,20160223, ,0,109784,109784,1290, N,0,0,100000,0,0,0, 60000000L, 0L,1,109784,
109785, \5e7f\4e1c16Z1, 0L, 0L,0.001, ,100,20160226, ,0,109785,109785,1191, N,0,0,100000,0,0,0, 228500000L, 0L,1,109785,
109786, \5e7f\4e1c16Z2, 0L, 0L,0.001, ,100,20160226, ,0,109786,109786,1261, N,0,0,100000,0,0,0, 91400000L, 0L,1,109786,
109787, \5e7f\4e1c16Z3, 0L, 0L,0.001, ,100,20160226, ,0,109787,109787,1249, N,0,0,100000,0,0,0, 137100000L, 200000L,1,109787,
109788, \5e7f\4e1c1601, 0L, 0L,0.001, ,100,20160304, ,0,109788,109788,1080, N,0,0,100000,0,0,0, 41300000L, 0L,1,109788,
109789, \5e7f\4e1c1603, 0L, 0L,0.001, ,100,20160304, ,0,109789,109789,1211, N,0,0,100000,0,0,0, 123900000L, 0L,1,109789,
109790, \5e7f\4e1c1604, 0L, 0L,0.001, ,100,20160304, ,0,109790,109790,1207, N,0,0,100000,0,0,0, 123900000L, 0L,1,109790,
109791, \5e7f\4e1c1602, 0L, 0L,0.001, ,100,20160304, ,0,109791,109791,1124, N,0,0,100000,0,0,0, 123900000L, 0L,1,109791,
109792, \6d59\6c5f1601, 0L, 0L,0.001, ,100,20160315, ,0,109792,109792,950, N,0,0,100000,0,0,0, 30000000L, 0L,1,109792,
109793, \6d59\6c5f1602, 0L, 0L,0.001, ,100,20160315, ,0,109793,109793,1031, N,0,0,100000,0,0,0, 90000000L, 0L,1,109793,
109794, \6d59\6c5f1603, 0L, 0L,0.001, ,100,20160315, ,0,109794,109794,1135, N,0,0,100000,0,0,0, 90000000L, 0L,1,109794,
109795, \6d59\6c5f1604, 0L, 0L,0.001, ,100,20160315, ,0,109795,109795,1187, N,0,0,100000,0,0,0, 90000000L, 0L,1,109795,
109796, \5c71\4e1c1601, 0L, 0L,0.001, ,100,20160315, ,0,109796,109796,961, N,0,0,100000,0,0,0, 63200000L, 0L,1,109796,
109797, \5c71\4e1c1602, 0L, 0L,0.001, ,100,20160315, ,0,109797,109797,1031, N,0,0,100000,0,0,0, 94800000L, 0L,1,109797,
109798, \5c71\4e1c1603, 0L, 0L,0.001, ,100,20160315, ,0,109798,109798,1142, N,0,0,100000,0,0,0, 94800000L, 0L,1,109798,
109799, \5c71\4e1c1604, 0L, 0L,0.001, ,100,20160315, ,0,109799,109799,1150, N,0,0,100000,0,0,0, 63200000L, 0L,1,109799,
109800, \5c71\4e1c16Z1, 0L, 0L,0.001, ,100,20160315, ,0,109800,109800,957, N,0,0,100000,0,0,0, 56800000L, 0L,1,109800,
109801, \5c71\4e1c16Z2, 0L, 0L,0.001, ,100,20160315, ,0,109801,109801,1031, N,0,0,100000,0,0,0, 85200000L, 0L,1,109801,
109802, \5c71\4e1c16Z3, 0L, 0L,0.001, ,100,20160315, ,0,109802,109802,1142, N,0,0,100000,0,0,0, 85200000L, 0L,1,109802,
109803, \5c71\4e1c16Z4, 0L, 0L,0.001, ,100,20160315, ,0,109803,109803,1150, N,0,0,100000,0,0,0, 56800000L, 0L,1,109803,
109804, \5185\84991601, 0L, 0L,0.001, ,100,20160316, ,0,109804,109804,998, N,0,0,100000,0,0,0, 63000000L, 0L,1,109804,
109805, \5185\84991602, 0L, 0L,0.001, ,100,20160316, ,0,109805,109805,1059, N,0,0,100000,0,0,0, 189000000L, 9990L,1,109805,
109806, \5185\84991603, 0L, 0L,0.001, ,100,20160316, ,0,109806,109806,1153, N,0,0,100000,0,0,0, 189000000L, 0L,1,109806,
109807, \5185\84991604, 0L, 0L,0.001, ,100,20160316, ,0,109807,109807,1157, N,0,0,100000,0,0,0, 189000000L, 200000L,1,109807,
109808, \6c5f\82cf1601, 0L, 0L,0.001, ,100.2,20160318, ,0,109808,109808,940, N,0,0,100000,0,0,0, 121800000L, 10000L,1,109808,
109809, \6c5f\82cf1602, 0L, 0L,0.001, ,100,20160318, ,0,109809,109809,983, N,0,0,100000,0,0,0, 182500000L, 0L,1,109809,
109810, \6c5f\82cf1603, 0L, 0L,0.001, ,100,20160318, ,0,109810,109810,1086, N,0,0,100000,0,0,0, 182500000L, 0L,1,109810,
109811, \6c5f\82cf1604, 0L, 0L,0.001, ,100,20160318, ,0,109811,109811,1089, N,0,0,100000,0,0,0, 121800000L, 0L,1,109811,
109812, \6c5f\82cf16Z1, 0L, 0L,0.001, ,100,20160318, ,0,109812,109812,918, N,0,0,100000,0,0,0, 105500000L, 0L,1,109812,
109813, \6c5f\82cf16Z2, 0L, 0L,0.001, ,100,20160318, ,0,109813,109813,983, N,0,0,100000,0,0,0, 158200000L, 0L,1,109813,
109814, \6c5f\82cf16Z3, 0L, 0L,0.001, ,100,20160318, ,0,109814,109814,1086, N,0,0,100000,0,0,0, 158200000L, 0L,1,109814,
109815, \6c5f\82cf16Z4, 0L, 0L,0.001, ,100,20160318, ,0,109815,109815,1089, N,0,0,100000,0,0,0, 105500000L, 0L,1,109815,
109816, \91cd\5e8616Z1, 0L, 0L,0.001, ,100,20160322, ,0,109816,109816,974, N,0,0,100000,0,0,0, 65000000L, 0L,1,109816,
109817, \91cd\5e8616Z2, 0L, 0L,0.001, ,100,20160322, ,0,109817,109817,1066, N,0,0,100000,0,0,0, 65000000L, 0L,1,109817,
109818, \91cd\5e861601, 0L, 0L,0.001, ,100,20160322, ,0,109818,109818,925, N,0,0,100000,0,0,0, 26000000L, 10000L,1,109818,
109819, \91cd\5e861602, 0L, 0L,0.001, ,100,20160322, ,0,109819,109819,974, N,0,0,100000,0,0,0, 51000000L, 0L,1,109819,
109820, \91cd\5e861603, 0L, 0L,0.001, ,100,20160322, ,0,109820,109820,1066, N,0,0,100000,0,0,0, 51000000L, 0L,1,109820,
109821, \91cd\5e861604, 0L, 0L,0.001, ,100,20160322, ,0,109821,109821,1066, N,0,0,100000,0,0,0, 42000000L, 0L,1,109821,
109822, \5929\6d251601, 0L, 0L,0.001, ,100,20160323, ,0,109822,109822,863, N,0,0,100000,0,0,0, 8640000L, 0L,1,109822,
109823, \5929\6d251602, 0L, 0L,0.001, ,100,20160323, ,0,109823,109823,945, N,0,0,100000,0,0,0, 5500000L, 0L,1,109823,
109824, \5929\6d2516Z1, 0L, 0L,0.001, ,100,20160323, ,0,109824,109824,934, N,0,0,100000,0,0,0, 49750000L, 0L,1,109824,
109825, \5929\6d2516Z2, 0L, 0L,0.001, ,100,20160323, ,0,109825,109825,1020, N,0,0,100000,0,0,0, 23260000L, 0L,1,109825,
109826, \5929\6d2516Z3, 0L, 0L,0.001, ,100,20160323, ,0,109826,109826,1037, N,0,0,100000,0,0,0, 26950000L, 0L,1,109826,
109827, \4e91\53571601, 0L, 0L,0.001, ,100,20160324, ,0,109827,109827,1025, N,0,0,100000,0,0,0, 37600000L, 0L,1,109827,
109828, \4e91\53571602, 0L, 0L,0.001, ,100,20160324, ,0,109828,109828,1036, N,0,0,100000,0,0,0, 37000000L, 0L,1,109828,
109829, \4e91\535716Z1, 0L, 0L,0.001, ,100,20160324, ,0,109829,109829,1019, N,0,0,100000,0,0,0, 68500000L, 0L,1,109829,
109830, \4e91\535716Z2, 0L, 0L,0.001, ,100,20160324, ,0,109830,109830,1036, N,0,0,100000,0,0,0, 70000000L, 0L,1,109830,
109831, \65b0\75861601, 0L, 0L,0.001, ,100,20160325, ,0,109831,109831,849, N,0,0,100000,0,0,0, 37300000L, 0L,1,109831,
109832, \65b0\75861602, 0L, 0L,0.001, ,100,20160325, ,0,109832,109832,916, N,0,0,100000,0,0,0, 55950000L, 0L,1,109832,
109833, \65b0\75861603, 0L, 0L,0.001, ,100,20160325, ,0,109833,109833,1010, N,0,0,100000,0,0,0, 55950000L, 0L,1,109833,
109834, \65b0\75861604, 0L, 0L,0.001, ,100,20160325, ,0,109834,109834,1017, N,0,0,100000,0,0,0, 37300000L, 0L,1,109834,
109835, \5b81\590f1601, 0L, 0L,0.001, ,100,20160329, ,0,109835,109835,845, N,0,0,100000,0,0,0, 21000000L, 0L,1,109835,
109836, \5b81\590f1602, 0L, 0L,0.001, ,100,20160329, ,0,109836,109836,921, N,0,0,100000,0,0,0, 21000000L, 0L,1,109836,
109837, \5b81\590f1603, 0L, 0L,0.001, ,100,20160329, ,0,109837,109837,1007, N,0,0,100000,0,0,0, 21000000L, 0L,1,109837,
109838, \6c5f\897f1601, 0L, 0L,0.001, ,100,20160329, ,0,109838,109838,805, N,0,0,100000,0,0,0, 29500000L, 0L,1,109838,
109839, \6c5f\897f1602, 0L, 0L,0.001, ,100,20160329, ,0,109839,109839,898, N,0,0,100000,0,0,0, 87900000L, 0L,1,109839,
109840, \6c5f\897f1603, 0L, 0L,0.001, ,100,20160329, ,0,109840,109840,994, N,0,0,100000,0,0,0, 87900000L, 0L,1,109840,
109841, \6c5f\897f1604, 0L, 0L,0.001, ,100,20160329, ,0,109841,109841,997, N,0,0,100000,0,0,0, 87900000L, 0L,1,109841,
109842, \6c5f\897f16Z1, 0L, 0L,0.001, ,100,20160329, ,0,109842,109842,828, N,0,0,100000,0,0,0, 26700000L, 0L,1,109842,
109843, \6c5f\897f16Z2, 0L, 0L,0.001, ,100,20160329, ,0,109843,109843,898, N,0,0,100000,0,0,0, 26700000L, 0L,1,109843,
109844, \6c5f\897f16Z3, 0L, 0L,0.001, ,100,20160329, ,0,109844,109844,1011, N,0,0,100000,0,0,0, 26700000L, 0L,1,109844,
109845, \6c5f\897f16Z4, 0L, 0L,0.001, ,100,20160329, ,0,109845,109845,1017, N,0,0,100000,0,0,0, 26700000L, 0L,1,109845,
109846, \5e7f\897f16Z1, 0L, 0L,0.001, ,100,20160330, ,0,109846,109846,843, N,0,0,100000,0,0,0, 85000000L, 0L,1,109846,
109847, \5e7f\897f16Z2, 0L, 0L,0.001, ,100,20160330, ,0,109847,109847,947, N,0,0,100000,0,0,0, 85000000L, 0L,1,109847,
109848, \5e7f\897f1601, 0L, 0L,0.001, ,100,20160330, ,0,109848,109848,772, N,0,0,100000,0,0,0, 30000000L, 0L,1,109848,
109849, \5e7f\897f1602, 0L, 0L,0.001, ,100,20160330, ,0,109849,109849,856, N,0,0,100000,0,0,0, 42000000L, 0L,1,109849,
109850, \5e7f\897f1603, 0L, 0L,0.001, ,100,20160330, ,0,109850,109850,956, N,0,0,100000,0,0,0, 42000000L, 0L,1,109850,
109851, \5e7f\897f1604, 0L, 0L,0.001, ,100,20160330, ,0,109851,109851,966, N,0,0,100000,0,0,0, 29000000L, 0L,1,109851,
109852, \8fbd\5b811601, 0L, 0L,0.001, ,100,20160331, ,0,109852,109852,843, N,0,0,100000,0,0,0, 227000000L, 1500000L,1,109852,
109853, \8fbd\5b811602, 0L, 0L,0.001, ,100,20160331, ,0,109853,109853,913, N,0,0,100000,0,0,0, 227000000L, 0L,1,109853,
109854, \8fbd\5b811603, 0L, 0L,0.001, ,100,20160331, ,0,109854,109854,1006, N,0,0,100000,0,0,0, 227000000L, 600000L,1,109854,
109855, \8fbd\5b811604, 0L, 0L,0.001, ,100,20160331, ,0,109855,109855,1019, N,0,0,100000,0,0,0, 78000000L, 0L,1,109855,
109856, \56db\5ddd1601, 0L, 0L,0.001, ,100,20160331, ,0,109856,109856,810, N,0,0,100000,0,0,0, 138000000L, 0L,1,109856,
109857, \56db\5ddd1602, 0L, 0L,0.001, ,100,20160331, ,0,109857,109857,881, N,0,0,100000,0,0,0, 138000000L, 0L,1,109857,
109858, \56db\5ddd1603, 0L, 0L,0.001, ,100,20160331, ,0,109858,109858,974, N,0,0,100000,0,0,0, 138000000L, 0L,1,109858,
109859, \56db\5ddd1604, 0L, 0L,0.001, ,100,20160331, ,0,109859,109859,987, N,0,0,100000,0,0,0, 45620000L, 0L,1,109859,
109860, \5b81\590f1604, 0L, 0L,0.001, ,100,20160329, ,0,109860,109860,1011, N,0,0,100000,0,0,0, 7000000L, 0L,1,109860,
109861, \5b89\5fbd1601, 0L, 0L,0.001, ,100,20160406, ,0,109861,109861,768, N,0,0,100000,0,0,0, 23000000L, 0L,1,109861,
109862, \5b89\5fbd1602, 0L, 0L,0.001, ,100,20160406, ,0,109862,109862,846, N,0,0,100000,0,0,0, 62000000L, 0L,1,109862,
109863, \5b89\5fbd1603, 0L, 0L,0.001, ,100,20160406, ,0,109863,109863,936, N,0,0,100000,0,0,0, 62000000L, 0L,1,109863,
109864, \5b89\5fbd1604, 0L, 0L,0.001, ,100,20160406, ,0,109864,109864,949, N,0,0,100000,0,0,0, 62000000L, 0L,1,109864,
109865, \9752\6d771601, 0L, 0L,0.001, ,100,20160406, ,0,109865,109865,768, N,0,0,100000,0,0,0, 36000000L, 0L,1,109865,
109866, \9752\6d771602, 0L, 0L,0.001, ,100,20160406, ,0,109866,109866,830, N,0,0,100000,0,0,0, 52000000L, 0L,1,109866,
109867, \9752\6d771603, 0L, 0L,0.001, ,100,20160406, ,0,109867,109867,936, N,0,0,100000,0,0,0, 52000000L, 0L,1,109867,
109868, \9752\6d771604, 0L, 0L,0.001, ,100,20160406, ,0,109868,109868,949, N,0,0,100000,0,0,0, 58500000L, 0L,1,109868,
109869, \5e7f\4e1c1605, 0L, 0L,0.001, ,100,20160408, ,0,109869,109869,734, N,0,0,100000,0,0,0, 28700000L, 0L,1,109869,
109870, \5e7f\4e1c1606, 0L, 0L,0.001, ,100,20160408, ,0,109870,109870,797, N,0,0,100000,0,0,0, 86100000L, 1000000L,1,109870,
109871, \5e7f\4e1c1607, 0L, 0L,0.001, ,100,20160408, ,0,109871,109871,889, N,0,0,100000,0,0,0, 86100000L, 0L,1,109871,
109872, \5e7f\4e1c1608, 0L, 0L,0.001, ,100,20160408, ,0,109872,109872,904, N,0,0,100000,0,0,0, 86100000L, 0L,1,109872,
109873, \5e7f\4e1c16Z4, 0L, 0L,0.001, ,100,20160408, ,0,109873,109873,788, N,0,0,100000,0,0,0, 15000000L, 0L,1,109873,
109874, \5e7f\4e1c16Z5, 0L, 0L,0.001, ,100,20160408, ,0,109874,109874,889, N,0,0,100000,0,0,0, 6000000L, 0L,1,109874,
109875, \5e7f\4e1c16Z6, 0L, 0L,0.001, ,100,20160408, ,0,109875,109875,904, N,0,0,100000,0,0,0, 9000000L, 0L,1,109875,
109876, \5e7f\897f1605, 0L, 0L,0.001, ,100,20160411, ,0,109876,109876,736, N,0,0,100000,0,0,0, 20000000L, 0L,1,109876,
109877, \5e7f\897f1606, 0L, 0L,0.001, ,100,20160411, ,0,109877,109877,792, N,0,0,100000,0,0,0, 30000000L, 0L,1,109877,
109878, \5e7f\897f1607, 0L, 0L,0.001, ,100,20160411, ,0,109878,109878,884, N,0,0,100000,0,0,0, 30000000L, 0L,1,109878,
109879, \5e7f\897f1608, 0L, 0L,0.001, ,100,20160411, ,0,109879,109879,908, N,0,0,100000,0,0,0, 20000000L, 0L,1,109879,
109880, \8d35\5dde16Z1, 0L, 0L,0.001, ,100,20160412, ,0,109880,109880,741, N,0,0,100000,0,0,0, 60000000L, 0L,1,109880,
109881, \8d35\5dde16Z2, 0L, 0L,0.001, ,100,20160412, ,0,109881,109881,797, N,0,0,100000,0,0,0, 90000000L, 0L,1,109881,
109882, \8d35\5dde16Z3, 0L, 0L,0.001, ,100,20160412, ,0,109882,109882,888, N,0,0,100000,0,0,0, 90000000L, 0L,1,109882,
109883, \8d35\5dde16Z4, 0L, 0L,0.001, ,100,20160412, ,0,109883,109883,923, N,0,0,100000,0,0,0, 60000000L, 0L,1,109883,
109884, \8d35\5dde1601, 0L, 0L,0.001, ,100,20160412, ,0,109884,109884,738, N,0,0,100000,0,0,0, 100000000L, 0L,1,109884,
109885, \8d35\5dde1602, 0L, 0L,0.001, ,100,20160412, ,0,109885,109885,788, N,0,0,100000,0,0,0, 150000000L, 0L,1,109885,
109886, \8d35\5dde1603, 0L, 0L,0.001, ,100,20160412, ,0,109886,109886,894, N,0,0,100000,0,0,0, 150000000L, 0L,1,109886,
109887, \8d35\5dde1604, 0L, 0L,0.001, ,100,20160412, ,0,109887,109887,920, N,0,0,100000,0,0,0, 100000000L, 0L,1,109887,
109888, \65b0\758616Z1, 0L, 0L,0.001, ,100,20160412, ,0,109888,109888,694, N,0,0,100000,0,0,0, 14600000L, 0L,1,109888,
109889, \65b0\758616Z2, 0L, 0L,0.001, ,100,20160412, ,0,109889,109889,756, N,0,0,100000,0,0,0, 21800000L, 0L,1,109889,
109890, \65b0\758616Z3, 0L, 0L,0.001, ,100,20160412, ,0,109890,109890,858, N,0,0,100000,0,0,0, 21800000L, 0L,1,109890,
109891, \65b0\758616Z4, 0L, 0L,0.001, ,100,20160412, ,0,109891,109891,894, N,0,0,100000,0,0,0, 14500000L, 0L,1,109891,
109892, \65b0\75861605, 0L, 0L,0.001, ,100,20160412, ,0,109892,109892,709, N,0,0,100000,0,0,0, 47100000L, 0L,1,109892,
109893, \65b0\75861606, 0L, 0L,0.001, ,100,20160412, ,0,109893,109893,768, N,0,0,100000,0,0,0, 70600000L, 0L,1,109893,
109894, \65b0\75861607, 0L, 0L,0.001, ,100,20160412, ,0,109894,109894,873, N,0,0,100000,0,0,0, 70600000L, 0L,1,109894,
109895, \65b0\75861608, 0L, 0L,0.001, ,100,20160412, ,0,109895,109895,902, N,0,0,100000,0,0,0, 47000000L, 0L,1,109895,
109896, \9f99\6c5f1601, 0L, 0L,0.001, ,100,20160413, ,0,109896,109896,746, N,0,0,100000,0,0,0, 92400000L, 0L,1,109896,
109897, \9f99\6c5f1602, 0L, 0L,0.001, ,100,20160413, ,0,109897,109897,789, N,0,0,100000,0,0,0, 138600000L, 0L,1,109897,
109898, \9f99\6c5f1603, 0L, 0L,0.001, ,100,20160413, ,0,109898,109898,880, N,0,0,100000,0,0,0, 138600000L, 0L,1,109898,
109899, \9f99\6c5f1604, 0L, 0L,0.001, ,100,20160413, ,0,109899,109899,906, N,0,0,100000,0,0,0, 92400000L, 0L,1,109899,
109900, \9f99\6c5f16Z1, 0L, 0L,0.001, ,100,20160413, ,0,109900,109900,749, N,0,0,100000,0,0,0, 26000000L, 0L,1,109900,
109901, \9f99\6c5f16Z2, 0L, 0L,0.001, ,100,20160413, ,0,109901,109901,789, N,0,0,100000,0,0,0, 39000000L, 0L,1,109901,
109902, \9f99\6c5f16Z3, 0L, 0L,0.001, ,100,20160413, ,0,109902,109902,880, N,0,0,100000,0,0,0, 39000000L, 0L,1,109902,
109903, \9f99\6c5f16Z4, 0L, 0L,0.001, ,100,20160413, ,0,109903,109903,906, N,0,0,100000,0,0,0, 26000000L, 0L,1,109903,
109904, \6e56\53571601, 0L, 0L,0.001, ,100,20160414, ,0,109904,109904,838, N,0,0,100000,0,0,0, 101000000L, 0L,1,109904,
109905, \6e56\53571602, 0L, 0L,0.001, ,100,20160414, ,0,109905,109905,863, N,0,0,100000,0,0,0, 310000000L, 0L,1,109905,
109906, \6cb3\531716Z1, 0L, 0L,0.001, ,100,20160419, ,0,109906,109906,695, N,0,0,100000,0,0,0, 61000000L, 0L,1,109906,
109907, \6cb3\531716Z2, 0L, 0L,0.001, ,100,20160419, ,0,109907,109907,734, N,0,0,100000,0,0,0, 91000000L, 0L,1,109907,
109908, \6cb3\531716Z3, 0L, 0L,0.001, ,100,20160419, ,0,109908,109908,838, N,0,0,100000,0,0,0, 91000000L, 0L,1,109908,
109909, \6cb3\531716Z4, 0L, 0L,0.001, ,100,20160419, ,0,109909,109909,860, N,0,0,100000,0,0,0, 60000000L, 0L,1,109909,
109910, \6cb3\53171601, 0L, 0L,0.001, ,100,20160419, ,0,109910,109910,695, N,0,0,100000,0,0,0, 80000000L, 0L,1,109910,
109911, \6cb3\53171602, 0L, 0L,0.001, ,100,20160419, ,0,109911,109911,734, N,0,0,100000,0,0,0, 119000000L, 0L,1,109911,
109912, \6cb3\53171603, 0L, 0L,0.001, ,100,20160419, ,0,109912,109912,821, N,0,0,100000,0,0,0, 119000000L, 0L,1,109912,
109913, \6cb3\53171604, 0L, 0L,0.001, ,100,20160419, ,0,109913,109913,849, N,0,0,100000,0,0,0, 79000000L, 0L,1,109913,
