当前价-0,成交总量-1,成交总额-2,持仓量-3,昨结算-4,成交笔数-5,市盈率1-6,开盘价-8,最高价-9,时间戳-G,最低价-a,今结算-b,前收盘-c,多档委买价-d,多档委买量-e,多档委卖价-f,多档委卖量-g
8.72,594482,520302069,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2811, 7672, 13926, 12526, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2905, 2368, 1498, 2462, 2632"
8.73,594538,520350912,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2766, 7672, 13935, 12526, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2894, 2368, 1498, 2462, 2632"
8.72,594680,520474739,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2628, 7649, 13925, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2891, 2368, 1498, 2462, 2632"
8.73,594683,520477357,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2627, 7654, 13928, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2889, 2368, 1498, 2462, 2632"
8.72,594684,520478229,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2628, 7640, 13928, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2889, 2368, 1498, 2462, 2632"
8.72,595020,520771221,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2323, 7702, 13928, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2889, 2368, 1498, 2462, 2632"
8.73,595035,520784316,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2405, 7699, 13980, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2875, 2368, 1503, 2462, 2632"
8.72,595057,520803500,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2443, 7699, 13895, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2875, 2368, 1503, 2462, 2632"
8.72,595059,520805244,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2441, 7699, 13886, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2875, 2368, 1503, 2462, 2632"
8.72,595059,520805244,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2448, 7699, 13886, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2876, 2368, 1503, 2462, 2632"
8.72,595122,520860241,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2472, 7699, 13886, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2815, 2368, 1503, 2462, 2632"
8.72,595240,520963153,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2372, 7729, 13891, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2799, 2368, 1503, 2462, 2632"
8.72,595258,520978854,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2359, 7729, 13886, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2804, 2348, 1503, 2462, 2632"
8.73,595789,521442416,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2383, 7729, 13938, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2274, 2348, 1503, 2462, 2632"
8.72,595794,521446776,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2392, 7729, 13865, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2274, 2348, 1503, 2462, 2632"
8.73,595896,521535820,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2446, 7729, 13875, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2174, 2348, 1503, 2462, 2632"
8.72,595910,521548028,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2432, 7743, 13875, 12519, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2174, 2348, 1503, 2462, 2632"
8.72,595911,521548900,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2489, 7773, 13875, 12519, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2192, 2365, 1503, 2462, 2632"
8.72,595925,521561111,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2478, 7773, 13895, 12508, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2189, 2365, 1503, 2462, 2632"
8.72,595939,521573323,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2468, 7803, 13887, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2226, 2365, 2013, 2462, 2632"
8.73,595947,521580306,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2478, 7816, 13887, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2220, 2365, 2013, 2462, 2632"
8.72,596024,521647507,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2458, 7821, 13887, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2163, 2365, 2013, 2479, 2632"
8.72,596024,521647507,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2519, 7910, 13879, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2163, 2365, 2013, 2479, 2632"
8.73,596040,521661474,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2518, 7900, 13879, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2173, 2365, 2013, 2479, 2632"
8.73,596049,521669325,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2624, 7915, 13863, 12438, 9387"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2218, 2365, 2013, 2479, 2632"
8.72,596373,521951853,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2418, 7912, 13863, 12438, 9387"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2218, 2365, 2013, 2479, 2632"
8.72,596400,521975397,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2470, 7932, 13895, 12438, 9387"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2218, 2365, 2013, 2479, 2632"
8.72,596406,521980629,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2464, 7932, 13875, 12281, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2218, 2365, 2013, 2479, 2632"
8.72,596438,522008563,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2482, 7932, 13870, 12281, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2188, 2365, 2013, 2479, 2632"
8.73,596553,522108958,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2512, 7932, 13870, 12276, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2073, 2365, 2013, 2479, 2632"
8.72,596564,522118560,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2511, 7932, 13788, 12276, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2063, 2365, 2013, 2479, 2632"
8.72,596670,522210992,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2405, 7932, 13777, 12276, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2063, 2365, 2013, 2479, 2632"
8.73,596675,522215357,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2485, 7932, 13777, 12276, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2059, 2365, 2013, 2479, 2632"
8.72,596776,522303529,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2484, 7932, 13773, 12276, 9290"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1963, 2326, 2013, 2479, 2632"
8.72,596787,522313121,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2477, 7941, 13773, 12276, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1963, 2326, 2013, 2479, 2632"
8.72,596789,522314865,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2475, 7941, 13763, 12258, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1963, 2326, 2013, 2479, 2632"
8.72,596833,522353263,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2461, 7941, 13764, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1933, 2326, 2013, 2479, 2632"
8.72,596859,522375955,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2386, 7941, 13753, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1913, 2326, 2013, 2479, 2632"
8.73,596862,522378572,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2381, 7941, 13757, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1912, 2326, 2013, 2479, 2632"
8.73,596864,522380318,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2381, 7941, 13727, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1910, 2326, 2013, 2479, 2632"
8.73,596940,522446641,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2396, 8035, 13727, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1861, 2326, 2013, 2479, 2632"
8.72,596989,522489390,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2368, 8000, 13742, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1840, 2326, 2013, 2479, 2632"
8.73,596999,522498118,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2411, 8000, 13762, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1832, 2326, 2013, 2479, 2632"
8.72,597027,522522558,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2407, 8050, 13782, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1808, 2326, 2013, 2479, 2632"
8.73,597373,522824295,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2106, 8050, 13792, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1784, 2326, 2013, 2479, 2632"
8.72,597375,522826039,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2206, 8050, 13797, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1785, 2326, 2013, 2479, 2632"
8.72,597387,522836512,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2203, 8053, 13798, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1776, 2326, 2013, 2479, 2632"
8.72,597406,522853080,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2184, 8072, 13798, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1776, 2326, 2013, 2479, 2632"
8.73,597429,522873137,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2212, 8074, 13753, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1775, 2326, 2013, 2479, 2632"
8.73,597429,522873137,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2230, 8074, 13773, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1775, 2326, 2013, 2479, 2632"
8.72,597432,522875753,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2476, 8074, 13773, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1775, 2326, 2013, 2479, 2632"
8.72,597875,523262402,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2410, 8074, 13784, 12207, 9874"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1422, 2326, 2013, 2479, 2632"
8.72,597891,523276354,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2396, 8279, 13725, 12207, 9874"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1423, 2326, 2013, 2479, 2632"
8.73,597903,523286819,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2385, 8279, 13731, 12207, 9873"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1422, 2326, 2013, 2479, 2632"
8.73,597903,523286819,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2386, 8279, 13736, 12207, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1422, 2326, 2013, 2479, 2632"
8.73,597924,523305150,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2384, 8261, 13736, 12207, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1404, 2326, 2013, 2479, 2632"
8.72,597936,523315614,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2372, 8261, 13736, 12202, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1404, 2326, 2013, 2479, 2632"
8.73,598010,523380192,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2388, 8261, 13736, 12202, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1353, 2326, 2013, 2479, 2632"
8.72,598017,523386301,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2386, 8261, 13726, 12202, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1348, 2326, 2013, 2479, 2632"
8.73,598034,523401142,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2386, 8319, 13726, 12202, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1342, 2326, 1513, 2479, 2632"
8.72,598071,523433419,0,0,0,6.71,8.85,8.9, 2018-07-16 14:15:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2377, 8319, 13705, 12202, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1335, 2326, 1483, 2479, 2632"
8.72,598126,523481429,0,0,0,6.71,8.85,8.9, 2018-07-16 14:15:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2502, 8322, 13717, 12202, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1435, 2326, 1483, 2479, 2632"
8.72,598146,523498869,0,0,0,6.71,8.85,8.9, 2018-07-16 14:15:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2512, 8322, 13717, 12232, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1435, 2326, 1463, 2479, 2632"
8.72,598147,523499741,0,0,0,6.71,8.85,8.9, 2018-07-16 14:15:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2546, 8328, 13719, 12208, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1425, 2326, 1463, 2479, 2632"
8.73,599893,525023999,0,0,0,6.72,8.85,8.9, 2018-07-16 14:15:12,8.69,0,8.88," 8.7300000000000004, 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995"," 254, 2560, 8328, 13730, 12201"," 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996, 8.7799999999999994"," 2326, 1463, 2479, 2632, 2380"
